uniprot_accession,gene_name
A0A3S6RGK0,HLA-DRB1
A0A3S6RGK5,HLA-DRB1
A0A3S6RGL6,HLA-DRB1
A0A3S6RGM2,HLA-DRB1
A0A3S6RGM6,HLA-DRB3
A0A3S6RGM7,HLA-DRB1
A0A3S6RGN3,HLA-DRB1
A0A3S6RGN8,HLA-DRB3
A0A3S6RGP5,HLA-DRB3
A0A3S6RGP9,HLA-DRB1
A0A3S6RGR7,HLA-DRB4
A0A3S6RGR8,HLA-DRB4
A0A3S6RGS0,HLA-DRB1
A0A3S6RGS5,HLA-DRB4
A0A3S6RGS7,HLA-DRB3
A0A3S6RGT1,HLA-DRB3
A0A3S6RGT3,HLA-DRB3
A0A3S6RGV0,HLA-DRB5
A0A3S6RGV1,HLA-DRB5
A0A3S6RGV5,HLA-DRB4
A0A3S6RGW9,HLA-DRB5
A0A3S6RGX3,HLA-DRB5
A0A3S6RGX4,HLA-DRB5
A0A3S6RGY0,HLA-DRB5
A0A3S6RGY4,HLA-DRB5
A0A3S6RGZ1,HLA-DRB5
A0A3S6RGZ2,HLA-DQB1
A0A3S6RGZ8,HLA-DRB5
A0A3S6RH09,HLA-DQB1
A0A3S6RH13,HLA-DQB1
A0A3S6RH18,HLA-DQB1
A0A3S6RH24,HLA-DQB1
A0A3S6RH30,HLA-DQB1
A0A3S6RH37,HLA-DQB1
A0A3S6RH41,HLA-DQB1
A0A3S6RH43,HLA-DQB1
A0A3S6RH44,HLA-DQB1
A0A3S6RH50,HLA-DQB1
A0A3S6RH51,HLA-DQB1
A0A3S6RH59,HLA-DQB1
A0A3S6RH66,HLA-DQB1
A0A3S6RH68,HLA-DQB1
A0A3S6RH69,HLA-DQB1
A0A3S6RH72,HLA-DQB1
A0A3S6RH79,HLA-DQB1
A0A3S6RH83,HLA-DQB1
A0A3S6RHA9,HLA-DPB1
A0A3S6RHB0,HLA-DPB1
A0A3S6RHB5,HLA-DPB1
A0A3S6RHC4,HLA-DPB1
A0A3S6RHD1,HLA-DPB1
A0A3S6RHD3,HLA-DPB1
A0A3S6RHD4,HLA-DPB1
A0A3S6RHD9,HLA-DPB1
A0A3S6RHE2,HLA-DPB1
A0A3S6RHE9,HLA-DPB1
A0A3S6RHF4,HLA-DPB1
A0A3S6RHF6,HLA-DPB1
A0A3S6RHG1,HLA-DPB1
A0A3S6RHG7,HLA-DPB1
A0A3S6RHG8,HLA-DPB1
A0A3S6RHH1,HLA-DPB1
A0A3S6RHH6,HLA-DPB1
A0A3S6RHH8,HLA-DPB1
A0A3S6RHJ0,HLA-DPB1
A0A3S6RHK8,HLA-DPB1
A0A3S6RHM2,HLA-DPB1
A0A3S6RHM3,HLA-DPB1
A0A3S6RHM5,HLA-DPB1
A0A3S6RHM6,HLA-DPB1
A0A3S6RHM8,HLA-DPB1
A0A3S6RHN5,HLA-DPB1
A0A3S6RHQ7,HLA-DPA1
A0A3S6RHQ8,HLA-DPA1
A0A3S6RHR1,HLA-DQA1
A0A3S6RHR8,HLA-DQA1
A0A3S6RHS9,HLA-DQA1
A0A3S6RI20,HLA-A
A0A3S6RII4,HLA-DRB1
A0A3S6RIJ0,HLA-DRB1
A0A3S6RIJ8,HLA-B
A0A3S6RIR0,HLA-DRB3
A0A3S6RIR7,HLA-DRB3
A0A3S6RIS8,HLA-C
A0A3S6RIV6,HLA-DRB1
A0A3S6RIW4,HLA-DRB5
A0A3S6RIW8,HLA-DRB5
A0A3S6RIZ1,HLA-DRB1
A0A3S6RIZ3,HLA-DQB1
A0A3S6RJ05,HLA-DQB1
A0A3S6RJ10,HLA-DQB1
A0A3S6RJ14,HLA-DRB1
A0A3S6RJ18,HLA-DRB1
A0A3S6RJ26,HLA-DQB1
A0A3S6RJ30,HLA-DRB3
A0A3S6RJ32,HLA-DRB1
A0A3S6RJ40,HLA-DQB1
A0A3S6RJ47,HLA-DRB3
A0A3S6RJ52,HLA-DRB4
A0A3S6RJ64,HLA-DRB4
A0A3S6RJ66,HLA-DPB1
A0A3S6RJ68,HLA-DRB5
A0A3S6RJ81,HLA-DRB5
A0A3S6RJ94,HLA-DPB1
A0A3S6RJ97,HLA-DQB1
A0A3S6RJA9,HLA-DQB1
A0A3S6RJB4,HLA-DQB1
A0A3S6RJB5,HLA-DPB1
A0A3S6RJE2,HLA-DPB1
A0A3S6RJF0,HLA-DQB1
A0A3S6RJF9,HLA-DQA1
A0A3S6RJG2,HLA-DQB1
A0A3S6RJH5,HLA-DPB1
A0A3S6RJI3,HLA-DPB1
A0A3S6RJJ5,HLA-DPB1
A0A3S6RJK2,HLA-DPB1
A0A3S6RJK5,HLA-DPB1
A0A3S6RJL5,HLA-DPB1
A0A3S6RJQ3,HLA-DPB1
A0A3S6RJR0,HLA-DPA1
A0A3S6RJR1,HLA-DPA1
A0A3S6YZ73,KMT2A
A0A3S8TKM4,DQB1
A0A3S8UZ26,hba2
A0A3S9JI62,ND6
A0A3S9X9Y1,E2F3
A0A3T0CIU9,TSHB
A0A3T0V948,HLA-DPB1
A0A3T0V952,HLA-DPB1
A0A3T0ZC00,PLA2G6
A0A3T1DF60,ITGAM
A0A410P7W6,HLA-B
A0A411AHG1,LINS1
A0A411CX25,HLA-B
A0A411D760,SMN1
A0A411DV97,HLA-B
A0A411H9L4,DPB1
A0A411HBD8,WWOX
A0A411NK15,HLA-DQB1
A0A411NQ82,KIR3DL3
A0A411NQ86,KIR3DL3
A0A411NQ87,KIR3DL3
A0A411NQ90,KIR3DL3
A0A411NQ98,KIR3DL3
A0A447G109,HLA-B
A0A447I5X8,HLA-B
A0A447ITP2,HLA-B
A0A447ITR9,HLA-DRB1
A0A448W9G2,HLA-A
A0A449C1A8,IGHV3-20
A0A451F4J3,ERAP1
A0A455JSR9,HLA-DPB1
A0A455JSX9,HLA-DQB1
A0A455JT56,HLA-DQB1
A0A455JTZ0,HLA-DRB1
A0A455JU26,HLA-DRB1
A0A455JU83,HLA-DRB5
A0A455JUC7,HLA-DPB1
A0A455JUD5,HLA-DRB1
A0A455JUE6,HLA-DQB1
A0A455JUG1,HLA-DQB1
A0A455JUI9,HLA-DQB1
A0A455JUJ6,HLA-DQB1
A0A455JUK3,HLA-DQB1
A0A455JUM0,HLA-DPB1
A0A455JUM8,HLA-DPB1
A0A455JUQ0,HLA-DPB1
A0A455JUQ7,HLA-DPB1
A0A455JUU2,HLA-DQB1
A0A455JUW5,HLA-DQB1
A0A455JUY0,HLA-DQB1
A0A455JV04,HLA-DQB1
A0A455JVS4,HLA-DRB1
A0A455JVT1,HLA-DRB1
A0A455JVU6,HLA-B
A0A455JVY4,HLA-DRB1
A0A455JW05,HLA-DRB1
A0A455JW06,HLA-DRB1
A0A455JW24,HLA-DRB3
A0A455JW28,HLA-DRB1
A0A455JW40,HLA-DPB1
A0A455JW46,HLA-DRB1
A0A455JW92,HLA-DRB1
A0A455JW93,HLA-DRB5
A0A455JW97,HLA-DQB1
A0A455JWA0,HLA-DRB3
A0A455JWB7,HLA-DQB1
A0A455JWB9,HLA-DRB4
A0A455JWC6,HLA-DRB4
A0A455JWF0,HLA-DQB1
A0A455JWF9,HLA-DPB1
A0A455JWG4,HLA-DQB1
A0A455JWH1,HLA-DQB1
A0A455JWI5,HLA-DPB1
A0A455JWK2,HLA-DQB1
A0A455JWL4,HLA-DQB1
A0A455JWL6,HLA-DQB1
A0A455JWM6,HLA-DQB1
A0A455JX53,HLA-DRB1
A0A455JXC8,HLA-DQB1
A0A455JXE0,HLA-DQB1
A0A455JXE6,HLA-DQB1
A0A455JXF8,HLA-DQB1
A0A455R6A6,HLA-DRB1
A0A455WJG6,HLA-A
A0A481PCC2,HLA-DPB1
A0A481SUX4,MXRA7
A0A481SVA1,MXRA7
A0A481SVJ4,MXRA7
A0A482E729,BRCA1
A0A482KD00,MCM9
A0A482LNQ1,DPA1
A0A482LRC9,DQA1
A0A482LU72,HLA-DRB
A0A493QP84,HLA-DRB1
A0A493QP91,HLA-DRB1
A0A493QP97,HLA-DRB4
A0A493QPA6,HLA-DPB1
A0A493QPA7,HLA-DPB1
A0A493QPB1,HLA-DPB1
A0A493QPB3,HLA-DPB1
A0A493QPB6,HLA-DPB1
A0A493QPC2,HLA-DQB1
A0A493QPC3,HLA-DQB1
A0A493QPC4,HLA-DQB1
A0A493QPD2,HLA-DQB1
A0A493QPD8,HLA-DQB1
A0A493QPE3,HLA-DQB1
A0A493QZL6,ATP6
A0A494BZR9,SPATA16
A0A494BZT4,NRG1
A0A494BZU2,BLACAT1
A0A494BZW2,LRBA
A0A494BZX8,RAD50
A0A494BZY0,CARD14
A0A494BZZ4,TYMP
A0A494BZZ7,LHFPL5
A0A494C003,ALMS1
A0A494C007,UROD
A0A494C020,NFAT5
A0A494C037,CCDC110
A0A494C045,TBK1
A0A494C053,NBPF26
A0A494C058,KIAA0586
A0A494C059,CD59
A0A494C061,RHOT1
A0A494C063,RGR
A0A494C075,KIAA0586
A0A494C079,TBK1
A0A494C0B0,FOXP3
A0A494C0C1,WAC
A0A494C0C8,PPOX
A0A494C0C9,CHN1
A0A494C0D1,SUCLG1
A0A494C0E0,ZNF257
A0A494C0E1,SH2D6
A0A494C0F9,BIVM
A0A494C0G2,TRAF3IP2
A0A494C0G6,GSG1
A0A494C0H7,PRKAG2
A0A494C0I0,TPM1
A0A494C0I2,KAT8
A0A494C0J0,NUP214
A0A494C0J6,CHD1L
A0A494C0K3,IFNAR1
A0A494C0K8,IGSF1
A0A494C0S4,TMEM217
A0A494C0S7,SELL
A0A494C0U3,RIT1
A0A494C0U7,TRIM61
A0A494C0X1,CC2D2A
A0A494C0Y7,RAD50
A0A494C125,PRKCD
A0A494C127,MLF1
A0A494C136,LHFPL5
A0A494C165,PEPD
A0A494C166,ACTN2
A0A494C1A1,RGR
A0A494C1A3,TMIE
A0A494C1D2,ZNF761
A0A494C1E1,GGTLC2
A0A494C1F1,NOTCH2
A0A494C1F3,CHD1L
A0A494C1G9,RGR
A0A494C1H0,CHD1L
A0A494C1I2,TBK1
A0A494C1I9,ACSL6
A0A494C1J6,MMP21
A0A494C1K4,MRGPRX1
A0A494C1N2,CARD14
A0A494C1N5,STING1
A0A494C1P9,MLLT10
A0A494C1Q1,CCL5
A0A494C1R0,CHN1
A0A494C1R1,ASXL1
A0A494C1R3,TCF3
A0A494C1S1,CHD1L
A0A494C1S8,BIVM
A0A494C1U1,RGR
A0A494C1V1,NBEAL2
A0A499FIY8,MYADM
A0A499FJ31,IL31RA
A0A4D5YG05,DQA1
A0A4D5YG13,DQA1
A0A4D6G1H7,HLA-DRB3
A0A4D6GI32,COMT
A0A4D6GI39,COMT
A0A4D6GI41,COMT
A0A4D6NU76,BOK
A0A4D6NVJ5,BOK
A0A4P2SQT7,HLA-A
A0A4P2SQY3,HLA-A
A0A4P2SR07,HLA-A
A0A4P2SRN0,HLA-A
A0A4P2SRU1,HLA-DRB1
A0A4P2SRW6,HLA-C
A0A4P2SRX8,HLA-DRB1
A0A4P2SRZ8,HLA-DRB3
A0A4P2SS10,HLA-DRB1
A0A4P2SS28,HLA-C
A0A4P2SS29,HLA-A
A0A4P2SS30,HLA-DRB1
A0A4P2SS31,HLA-DRB1
A0A4P2SS38,HLA-DRB1
A0A4P2SS66,HLA-DRB4
A0A4P2SS69,HLA-DRB1
A0A4P2SS72,HLA-DRB5
A0A4P2SS83,HLA-DQB1
A0A4P2SSA8,HLA-DRB1
A0A4P2SSC6,HLA-DRB4
A0A4P2SSE3,HLA-DQB1
A0A4P2SSF2,HLA-DPA1
A0A4P2SSG4,HLA-A
A0A4P2SSH0,HLA-C
A0A4P2SSI2,HLA-DRB3
A0A4P2SSI4,HLA-DPB1
A0A4P2SSM9,HLA-DQB1
A0A4P2SSR1,HLA-DRB1
A0A4P2SSS3,HLA-DPB1
A0A4P2SSW9,HLA-DPB1
A0A4P2SSY1,HLA-DPB1
A0A4P2SSY2,HLA-DQB1
A0A4P2SSY7,HLA-DQB1
A0A4P2SSY9,HLA-DPB1
A0A4P2ST02,HLA-DPB1
A0A4P2ST04,HLA-DRB1
A0A4P2ST13,HLA-DRB1
A0A4P2ST34,HLA-DPB1
A0A4P2ST59,HLA-A
A0A4P2ST71,HLA-DRB4
A0A4P2STC0,HLA-DQB1
A0A4P2STC8,HLA-DQB1
A0A4P2STE7,HLA-DRB1
A0A4P2STF5,HLA-DRB1
A0A4P2STH6,HLA-DRB1
A0A4P2STI3,HLA-DRB1
A0A4P2STJ2,HLA-DPB1
A0A4P2STK0,HLA-DPB1
A0A4P2STK5,HLA-DPB1
A0A4P2STL1,HLA-DRB4
A0A4P2STM1,HLA-DRB4
A0A4P2STN6,HLA-DQB1
A0A4P2STQ3,HLA-DQB1
A0A4P2STV0,HLA-DPB1
A0A4P2STY8,HLA-DPB1
A0A4P2SU05,HLA-DRB1
A0A4P2SU31,HLA-DRB1
A0A4P2SU35,HLA-DPB1
A0A4P2SU54,HLA-DRB1
A0A4P2SU66,HLA-DRB1
A0A4P2SU73,HLA-DRB1
A0A4P2SU83,HLA-DRB1
A0A4P2SU88,HLA-DRB4
A0A4P2SUD0,HLA-DQB1
A0A4P2SUK2,HLA-DRB1
A0A4P2SUM1,HLA-DPB1
A0A4P2SUM2,HLA-DRB1
A0A4P2SUN0,HLA-DRB1
A0A4P2SUP5,HLA-DRB1
A0A4P2SUQ8,HLA-DRB1
A0A4P2SUS9,HLA-DRB4
A0A4P2SUZ1,HLA-DQB1
A0A4P2SV16,HLA-DPB1
A0A4P2SV61,HLA-DPB1
A0A4P2SV81,HLA-DPB1
A0A4P8D7E7,F5
A0A4P8DKV3,HLA-DRB1
A0A4P8DL17,BRCA1
A0A4P8DL22,BRCA2
A0A4P8K7E7,FLT3
A0A4P8L6T5,MTHFR
A0A4P8PDH2,HLA-B
A0A4P8PNL3,ABO
A0A4P8VUA8,RHD
A0A4P8VUH0,HLA-A
A0A4R1,20 amino acid ORF
A0A4V0NPA2,HLA-DRB3
A0A4V0NPA6,HLA-DRB1
A0A4V0NPB9,HLA-DQB1
A0A4V0NPC6,HLA-DPB1
A0A4V0NPC7,HLA-DPB1
A0A4V0NPD2,HLA-DPB1
A0A4V0NPD5,HLA-DPB1
A0A4V0NPD6,HLA-DPB1
A0A4V1DYV2,BAP1
A0A4Y1U3J6,MnSOD
A0A4Y5R1Y6,P2RX7
A0A4Y5R8Q3,HLA-DRB3
A0A4Y5RU83,HLA-C
A0A4Y5RYD1,HLA-DQB1
A0A4Y5T4V6,HLA-DRB3
A0A4Y5UL71,HLA-DQB1
A0A4Y5ULX1,HLA-DQB1
A0A4Y5UXW4,HLA-DRB1
A0A4Y5UYA0,HLA-A
A0A4Y5UYY0,HLA-B
A0A4Y6GU94,HLA-C
A0A510GDE6,p38
A0A510GFL8,TNF-alpha
A0A510LHH1,BCR-ABL
A0A510LIH5,BCR-ABL
A0A514TP98,SH3TC2
A0A514TSZ1,TP53
A0A514TT34,TP53
A0A514YDS8,HLA-A
A0A514YDS9,HLA-DQB1
A0A514YDT9,HLA-C
A0A515EIZ6,HOXD13
A0A515HFK3,HLA-A
A0A541,TCRBV6S5A2
A0A580,TRBV9
A0A581,TCRBV12S2A1T
A0A583ZAX1,HLA-A
A0A583ZAY7,HLA-A
A0A583ZAY9,HLA-A
A0A583ZAZ1,HLA-A
A0A583ZAZ2,HLA-A
A0A583ZAZ3,HLA-A
A0A583ZAZ5,HLA-A
A0A583ZAZ6,HLA-A
A0A583ZB04,HLA-A
A0A583ZB06,HLA-A
A0A583ZB08,HLA-A
A0A583ZB09,HLA-A
A0A583ZB11,HLA-A
A0A583ZB14,HLA-A
A0A583ZB19,HLA-A
A0A583ZB26,HLA-A
A0A583ZB47,HLA-A
A0A583ZB52,HLA-A*7402
A0A583ZB88,HLA-A
A0A583ZB89,HLA-A
A0A583ZBD5,HLA-B
A0A583ZBD8,HLA-B
A0A583ZBH4,HLA-B
A0A583ZBJ4,HLA-B
A0A583ZBJ7,HLA-B
A0A583ZBK2,HLA-B
A0A583ZBL5,HLA-B
A0A583ZBM2,HLA-B
A0A583ZBM3,HLA-B
A0A583ZBP0,HLA-B
A0A583ZBQ0,HLA-B
A0A583ZBS8,HLA-B
A0A583ZBT1,HLA-B
A0A583ZBT6,HLA B
A0A583ZBU9,HLA-B
A0A583ZBV7,HLA-Cw
A0A583ZBY0,HLA-C
A0A583ZBY5,HLA-C
A0A583ZBY9,HLA-C
A0A583ZBZ6,HLA-Cw
A0A583ZC29,HLA-C
A0A583ZC35,HLA-Cw
A0A583ZC39,HLA-C
A0A590UIX9,IQCF6
A0A590UJ16,SLMAP
A0A590UJ20,ZNF75A
A0A590UJ30,LRP8
A0A590UJ38,FAN1
A0A590UJ45,SHANK2
A0A590UJ47,GNAS
A0A590UJ53,KANSL3
A0A590UJ54,IQCF6
A0A590UJ56,CUL1
A0A590UJ59,CUL1
A0A590UJ72,KCNAB2
A0A590UJ88,AP3B2
A0A590UJB8,KCNAB2
A0A590UJC0,CALM2
A0A590UJC4,CUL1
A0A590UJE1,MINK1
A0A590UJG0,MYO7A
A0A590UJG7,SLMAP
A0A590UJG9,MSMB
A0A590UJH4,PLA2G6
A0A590UJH5,LRP8
A0A590UJI0,KIAA1549L
A0A590UJI2,CALM2
A0A590UJI7,BRCA2
A0A590UJK3,SLMAP
A0A590UJK4,SRSF6
A0A590UJM4,POT1
A0A590UJM7,NNT
A0A590UJM8,CUL1
A0A590UJN8,MSH3
A0A590UJP6,SLMAP
A0A590UJQ4,LRP8
A0A590UJR1,POT1
A0A590UJR9,NINJ2
A0A590UJS8,ABCB7
A0A590UJT7,EGLN1
A0A590UJU1,KCNAB2
A0A590UJW0,MSH3
A0A590UJW2,MYSM1
A0A590UJW6,ZCCHC14
A0A590UJW7,CCDC30
A0A590UJX3,GNAS
A0A590UJY0,NPRL2
A0A590UJY9,STS
A0A590UK07,MYL2
A0A590UK20,ANKRD30B
A0A590UK30,AP3B2
A0A590UK34,CUL1
A0A590UK64,AP3B2
A0A590UK68,SCN8A
A0A590UK81,DLG1
A0A590UKA6,CCDC30
A0A590UKA8,DLG1
A0A594,TCRBV6S8A2T
A0A5A4LHD8,HLA-B
A0A5A4LHM8,HLA-DPB1
A0A5A4LHR2,HLA-DPB1
A0A5A4LHS6,HLA-DPA1
A0A5A4LHS9,HLA-DPB1
A0A5A4LHW6,HLA-DPB1
A0A5A4LHY8,HLA-DPB1
A0A5A4LI52,HLA-DRB1
A0A5A4LI65,HLA-DRB1
A0A5A4LIC4,HLA-DRB1
A0A5A4LIG4,HLA-B
A0A5A4LIN2,HLA-DRB5
A0A5A4LIX1,HLA-DPB1
A0A5A4LIX5,HLA-A
A0A5A4LIZ3,HLA-DRB3
A0A5A4LJ07,HLA-C
A0A5A4LJ90,HLA-DRB1
A0A5A4LJB6,HLA-DPB1
A0A5A4LJC2,HLA-DRB1
A0A5A4LJC6,HLA-DPB1
A0A5A4LJG9,HLA-DPB1
A0A5A4LJU7,HLA-DRB1
A0A5A4LJU8,HLA-DPB1
A0A5A4LJY2,HLA-DPA1
A0A5A4LK95,HLA-DRB1
A0A5A4LKA4,HLA-DRB1
A0A5A4LKS5,HLA-DPB1
A0A5A4LKZ3,HLA-DPB1
A0A5A4LL04,HLA-DPB1
A0A5A4LL11,HLA-DPA1
A0A5A4LLE8,HLA-DRB1
A0A5A4LLJ3,HLA-DRB4
A0A5A4LLL9,HLA-DRB3
A0A5A4LLN4,HLA-DRB3
A0A5A4LLN5,HLA-DRB3
A0A5A4LM74,HLA-DQA1
A0A5A4LMJ1,HLA-DRB5
A0A5A4LMK8,HLA-DPB1
A0A5A4LN20,HLA-DPB1
A0A5A4LN52,HLA-DPB1
A0A5A4LNV7,HLA-DRB1
A0A5A4LP99,HLA-DRB1
A0A5A4LTX2,HLA-DRB3
A0A5A4LU61,HLA-DRB5
A0A5A4M037,HLA-DQB1
A0A5A4M046,HLA-DQB1
A0A5A4M059,HLA-DQB1
A0A5A4M064,HLA-DQB1
A0A5A4M073,HLA-DQB1
A0A5A4M0D8,HLA-DQB1
A0A5A4M0H2,HLA-DQB1
A0A5A4M0I6,HLA-DQB1
A0A5A4M0J3,HLA-DQB1
A0A5A4M0L6,HLA-DQB1
A0A5A4M0M3,HLA-DQB1
A0A5A4M0Q0,HLA-DQB1
A0A5A4M112,HLA-DQB1
A0A5A4M2N1,HLA-DQB1
A0A5A4M2P0,HLA-DQB1
A0A5A4M324,HLA-A
A0A5A4M384,HLA-DRB3
A0A5A4M3I4,HLA-DQB1
A0A5A4M3L4,HLA-DQB1
A0A5A4M3N1,HLA-DPB1
A0A5A4M471,HLA-DQB1
A0A5A4M6E6,HLA-DQB1
A0A5A4M6F7,HLA-DQB1
A0A5A4M6M6,HLA-DQB1
A0A5A4MDU0,HLA-DQB1
A0A5A4MDV1,HLA-DQB1
A0A5B1,TCRBV24S1A3T
A0A5B4,TRBV20-1
A0A5B8KSA9,DPB1
A0A5B8LEA6,HLA-DRB1
A0A5B9RUH0,PAI-1
A0A5B9ZTN7,HLA-DQB1
A0A5C0B937,DDC
A0A5C0BAW3,DDC
A0A5C0NRB9,DPA1
A0A5C0NS21,DPB1
A0A5C0NTE8,HLA-C
A0A5C0T839,HLA-C
A0A5C0ZS10,HLA-DQB1
A0A5C1IZ15,HLA-DQB1
A0A5C1IZ51,HLA-DRB5
A0A5C1YVC7,HLA-DRB1
A0A5C2,TRBV25-1
A0A5E4DMQ8,HLA-A
A0A5F9UKJ4,TPM4
A0A5F9UN72,TPM4
A0A5F9XIK1,ZCCHC14
A0A5F9ZGP6,ASCC1
A0A5F9ZGX0,MACF1
A0A5F9ZGX7,BCOR
A0A5F9ZGZ3,ARHGEF9
A0A5F9ZH00,SYNE1
A0A5F9ZH16,ODAD2
A0A5F9ZH37,BBS9
A0A5F9ZH42,AP4S1
A0A5F9ZH63,ANKDD1B
A0A5F9ZH74,BBS9
A0A5F9ZH86,SYNE1
A0A5F9ZH87,SYNE1
A0A5F9ZHA4,CTAGE4
A0A5F9ZHA9,AKT3
A0A5F9ZHC3,SPTAN1
A0A5F9ZHC5,AIMP1
A0A5F9ZHC6,ASL
A0A5F9ZHC7,TNK2
A0A5F9ZHD0,TNK2
A0A5F9ZHD9,CACNA1C
A0A5F9ZHE9,BTD
A0A5F9ZHF5,BTD
A0A5F9ZHG5,ABHD12
A0A5F9ZHI2,MUTYH
A0A5F9ZHI3,SYNE1
A0A5F9ZHI8,ARHGEF18
A0A5F9ZHM2,CHD3
A0A5F9ZHP9,TNK2
A0A5F9ZHR7,ACP2
A0A5F9ZHS4,KIR2DS1
A0A5F9ZHS6,ANKDD1B
A0A5F9ZHT2,FRMPD4
A0A5F9ZHW7,C9orf72
A0A5F9ZHX0,EDN3
A0A5F9ZHX4,BRPF1
A0A5F9ZI12,ALDH3A2
A0A5F9ZI41,ANK2
A0A5F9ZI55,PCDHA10
A0A5H1ZRP4,NELFB
A0A5H1ZRQ7,IGLC7
A0A5H1ZRQ8,DMD
A0A5H1ZRR0,TRGC2
A0A5H1ZRS7,ZNF221
A0A5H1ZRT1,TRBC1
A0A5H2UCP1,HLA-DRB1
A0A5H2UD10,HLA-DRB5
A0A5H2UD16,HLA-DRB5
A0A5H2UD25,HLA-DRB1
A0A5H2UD38,HLA-DQB1
A0A5H2UD62,HLA-DQB1
A0A5H2UD85,HLA-DRB1
A0A5H2UDB2,HLA-DRB1
A0A5H2UDC1,HLA-DRB1
A0A5H2UDI8,HLA-DQB1
A0A5H2UDL1,HLA-DQB1
A0A5H2UDL7,HLA-DPB1
A0A5H2UDU5,HLA-DPB1
A0A5H2UDV2,HLA-DPB1
A0A5H2UDW4,HLA-DQB1
A0A5H2UDY2,HLA-DQB1
A0A5H2UDZ1,HLA-DQB1
A0A5H2UDZ8,HLA-DQB1
A0A5H2UE55,HLA-DQB1
A0A5H2UE63,HLA-DQB1
A0A5H2UE68,HLA-DPB1
A0A5H2UEB4,HLA-DPB1
A0A5H2UED4,HLA-DPB1
A0A5H2UEG7,HLA-DPB1
A0A5H2UEJ2,HLA-DPB1
A0A5H2UEM6,HLA-DPB1
A0A5H2UEP5,HLA-DPB1
A0A5H2UEU1,HLA-DPB1
A0A5H2UEW2,HLA-DRB4
A0A5H2UEX2,HLA-DRB4
A0A5H2UFD0,HLA-DRB1
A0A5H2UFI8,HLA-DRB1
A0A5H2UFJ4,HLA-DRB1
A0A5H2UFN2,HLA-DRB3
A0A5H2UFR3,HLA-DRB1
A0A5H2UFR4,HLA-DRB5
A0A5H2UFT3,HLA-DRB1
A0A5H2UFV2,HLA-DRB1
A0A5H2UFV5,HLA-DQB1
A0A5H2UFW2,HLA-DRB1
A0A5H2UFX9,HLA-DRB1
A0A5H2UFY2,HLA-DQB1
A0A5H2UG07,HLA-DRB1
A0A5H2UG14,HLA-DQB1
A0A5H2UG26,HLA-DQB1
A0A5H2UG36,HLA-DQB1
A0A5H2UG88,HLA-DRB3
A0A5H2UGA8,HLA-DRB3
A0A5H2UGB5,HLA-DQB1
A0A5H2UGC0,HLA-DRB3
A0A5H2UGD1,HLA-DPB1
A0A5H2UGE5,HLA-DRB5
A0A5H2UGG1,HLA-DPB1
A0A5H2UGG6,HLA-DPB1
A0A5H2UGG7,HLA-DQB1
A0A5H2UGN9,HLA-DQB1
A0A5H2UGP5,HLA-DPB1
A0A5H2UGR7,HLA-DPB1
A0A5H2UGS6,HLA-DPB1
A0A5H2UGT9,HLA-DQB1
A0A5H2UGW5,HLA-DPB1
A0A5H2UGY9,HLA-DQB1
A0A5H2UGZ2,HLA-DPB1
A0A5H2UH00,HLA-DPB1
A0A5H2UH10,HLA-DRB4
A0A5H2UH20,HLA-DPB1
A0A5H2UH50,HLA-DRB4
A0A5H2UH53,HLA-DPB1
A0A5H2UH61,HLA-DRB4
A0A5H2UH78,HLA-DPB1
A0A5H2UHE6,HLA-DPB1
A0A5H2UHN5,HLA-DPB1
A0A5H2UHW9,HLA-DRB4
A0A5H2URB4,HLA-DRB1
A0A5H2URG1,HLA-DRB1
A0A5H2URH6,HLA-DRB3
A0A5H2URL8,HLA-DRB5
A0A5H2URP3,HLA-DQB1
A0A5H2URT3,HLA-DQB1
A0A5H2URY1,HLA-DQB1
A0A5H2US05,HLA-DQB1
A0A5H2US45,HLA-DPB1
A0A5H2US51,HLA-DPB1
A0A5H2US72,HLA-DPB1
A0A5H2USC6,HLA-DPB1
A0A5H2USF4,HLA-DPB1
A0A5H2USI2,HLA-DPB1
A0A5H2USI6,HLA-DRB1
A0A5H2USM2,HLA-DRB1
A0A5H2USM5,HLA-DRB1
A0A5H2USS1,HLA-DPB1
A0A5H2UST1,HLA-DPB1
A0A5H2USU6,HLA-DRB4
A0A5H2USV4,HLA-DQB1
A0A5H2USZ2,HLA-DQB1
A0A5H2UT07,HLA-DQB1
A0A5H2UT24,HLA-DQB1
A0A5H2UT31,HLA-DQB1
A0A5H2UT46,HLA-DRB1
A0A5H2UTB2,HLA-DRB1
A0A5H2UTD3,HLA-DPB1
A0A5H2UTD5,HLA-DRB3
A0A5H2UTE0,HLA-DPB1
A0A5H2UTH9,HLA-DPB1
A0A5H2UTJ4,HLA-DRB5
A0A5H2UTM0,HLA-DQB1
A0A5H2UTN2,HLA-DQB1
A0A5H2UTP5,HLA-DQB1
A0A5H2UTS2,HLA-DQB1
A0A5H2UTW9,HLA-DQB1
A0A5H2UTX8,HLA-DQB1
A0A5H2UTZ6,HLA-DRB4
A0A5H2UU09,HLA-DRB4
A0A5H2UU13,HLA-DPB1
A0A5H2UU41,HLA-DPA1
A0A5H2UUE3,HLA-DPB1
A0A5H2UUL2,HLA-DRB4
A0A5H2UVU0,HLA-C
A0A5H2UWJ7,HLA-DRB1
A0A5H2UWM0,HLA-DRB1
